Date,Conflict_Intensity,Oil_Price,Stock_Index,Gold_Price,CO2_Emissions,Inflation,Exchange_Rate,Event_Flag,Market_Volatility_Measure,Oil_Return,Oil_Shock,Oil_Lag_3,Oil_Lag_5,Conflict_Lag_7,Environmental_Impact_Score,Oil_Rolling_Mean,Conflict_Smoothing,Is_Event_Day,Event_Active_Window
2023-01-01,0.0,75.24835707650561,3998.46954613957,1801.6652801544312,35.14122205554154,2.995707555797013,41983.4514551094,None,6.332383043637373,-0.0009187197338448305,0,75.24835707650561,75.24835707650561,0.0,100.69814526988343,75.88474672554472,4.435967494249859,0,0.0
2023-01-02,9.382278227514679,75.17922492592002,4002.681004873283,1801.703846994214,35.01504915983374,3.0015930884947206,41976.69456605083,None,6.332383043637373,-0.0009187197338448305,0,75.24835707650561,75.24835707650561,0.0,100.33659334203571,75.88474672554472,4.435967494249859,0,0.0
2023-01-03,0.0,75.50306919497037,3997.141153006125,1802.0611173748462,35.09125158780978,2.985611844975883,42003.81145777531,None,6.332383043637373,0.0043076297922657325,0,75.24835707650561,75.24835707650561,0.0,100.55495351033382,75.88474672554472,4.435967494249859,0,0.0
2023-01-04,12.517099142144996,76.26458412317439,3998.507050880854,1798.264716005782,34.96275179158963,2.9902335716367023,42091.519478811046,None,6.332383043637373,0.010085880432722183,0,75.24835707650561,75.24835707650561,0.0,100.18673378460899,75.88474672554472,4.435967494249859,0,0.0
2023-01-05,3.3493995301677484,76.14750743581271,3997.4502785269333,1800.297371355187,35.134762046972455,3.010476667869571,42144.21827763866,None,6.332383043637373,-0.001535138343803033,0,75.17922492592002,75.24835707650561,0.0,100.67963393637585,75.88474672554472,4.435967494249859,0,0.0
2023-01-06,3.9416650903441157,76.03043895733812,4009.628099143531,1801.190348306983,35.096108409217614,2.996844927823643,42174.96155265676,None,6.332383043637373,-0.0015373908144435955,0,75.50306919497037,75.24835707650561,0.0,100.56887086661992,75.88474672554472,4.435967494249859,0,0.0
2023-01-07,1.8613304695774717,76.82004536509181,4012.6723075765435,1803.3863685267022,35.236226514155156,2.998741989499747,42208.12597916266,None,6.332383043637373,0.010385398513834021,0,76.26458412317439,75.17922492592002,0.0,100.97038317782072,75.88474672554472,4.435967494249859,0,0.0
2023-01-08,3.559805630389618,77.20376272966827,4016.5483341972954,1797.7938577703148,35.27914988601423,2.9921221677217806,42220.30171259483,None,7.957426092693126,0.004995016115296735,0,76.14750743581271,75.50306919497037,0.0,101.093381288931,76.16409039028224,4.94451115573409,0,0.0
2023-01-09,12.092656725740182,76.9690255367008,4012.9295645360708,1802.1706071798762,35.442040444350965,2.9963810397837114,42258.20868832076,None,8.401467451040302,-0.003040489021103987,0,76.03043895733812,76.26458412317439,9.382278227514679,101.56014869618166,76.41977619182235,5.331708084052019,0,0.0
2023-01-10,0.0,77.24030555849379,4008.553502295346,1802.091427923566,35.2636232204073,2.9965725175578686,42141.73068443604,None,7.3435109337492355,0.0035245349658692415,0,76.82004536509181,76.14750743581271,0.0,101.04888919852013,76.66795281518284,5.331708084052019,0,0.0
2023-01-11,11.384826930440939,77.00859671208755,4004.7279204171496,1804.507793557041,35.26070642331786,2.9901576484674255,42136.900311482554,None,6.2996159839704,-0.002999843730949081,0,77.20376272966827,76.03043895733812,12.517099142144996,101.04053103566027,76.77424032788473,5.169954910951439,0,0.0
